kind,relative_path,target_path,size_bytes,sha256,reason,status
delete_cache_dir,__pycache__,,94891,,auto-rebuildable cache directory,deleted
delete_cache_dir,src\__pycache__,,356387,,auto-rebuildable cache directory,deleted
delete_cache_dir,src\data\__pycache__,,30269,,auto-rebuildable cache directory,deleted
delete_cache_dir,tools\__pycache__,,47590,,auto-rebuildable cache directory,deleted
delete_cache_file,src\data\__pycache__\audit_full_image_single_label_dataset.cpython-312.pyc,,12781,01daad219fe598c944fbfef90edeabe42ff79460c2314e8237fe456c33332af9,auto-rebuildable cache file,missing
delete_cache_file,src\data\__pycache__\common.cpython-312.pyc,,17488,c2cfe1a9852d45f5fc6dd96e2f828cc06af1cbcd54613ae265163238acbd0576,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\full_image_multilabel_inference_service.cpython-312.pyc,,28432,5a6a30bdb7b40043583e27e0287122c5e9e07fdce23f679e35c638bd4be72e9c,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\full_image_multilabel_ollama_service.cpython-312.pyc,,10800,6097ce03c347b1f4815132b178a32412f351792528004f0a667a7a528ff2228e,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\full_image_multilabel_report_prompt.cpython-312.pyc,,8521,be07ca780bf14377a771f947f7c0935b6e0afd682cb087b959cd3a04c4e24592,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\infer_full_image_224_multilabel_single.cpython-312.pyc,,45351,8c6b398a1f0e67c269d5fb02004296f4f03add99d5310f4e6bfa931eded70537,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\infer_patch_proposed_single_roi.cpython-312.pyc,,35995,dba28f74cc667e27b004648684d73e5b0e5ef93f09f68e8e50c9cf0f940ec49e,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\ollama_report_service.cpython-312.pyc,,13086,e3d529ad9dbb0e8e127d52178941b6cb5689bafe52d2699ee7257e24438c9734,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\patch_roi_inference_service.cpython-312.pyc,,18476,ed7948bbcdadc9ede704a4d7afad8c47097e4bec378a9fa767ee30f06a768b35,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\patch_roi_report_prompt.cpython-312.pyc,,5424,4138d0f810ecf7c7762c48561fdbade0b48148dd3ec914bd5dc1f892de06027a,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\train_full_image_224_multilabel_patch_transfer.cpython-312.pyc,,66641,d4808dc2fd064dc27a13c7e1e64f0f5bfab7a555d9a570b05333de33f6c9f405,auto-rebuildable cache file,missing
delete_cache_file,src\__pycache__\train_phase2_convnext_tiny_finetune.cpython-312.pyc,,123661,798330f2d7b8da28d4f55708d5ff36c83cebef0d337271debb6756abb12c45a1,auto-rebuildable cache file,missing
delete_cache_file,tools\__pycache__\cleanup_project3_for_submission.cpython-312.pyc,,47590,43371b651342d161069d17d5fe12b05e744e4b0f08a60dc2f819bb38025c19aa,auto-rebuildable cache file,missing
delete_cache_file,__pycache__\app_full_image_multilabel_ollama_gradio.cpython-312.pyc,,94891,5c2a0a68a39cb75a5ff8d9117ae407b189fa8e24320c36dfa5098e00884c8f14,auto-rebuildable cache file,missing
